bibnum,title,author,isbn,publicationyear,publisher,itemtype,itemcollection,floatingitem,itemlocation,reportdate,itemcount,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,subject_10,subject_11,subject_12,subject_13,subject_14,subject_15,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22
3335409,Feed,"Grant, Mira","0316081051, 9780316081054",2010,"Orbit,",acbk,nafic,NA,gwd,2018-07-01T00:00:00.000,1,Zombies Fiction, Virus diseases Fiction, Journalists Fiction, Twins Fiction, Science fiction, Horror fiction, Thrillers Fiction,,,,,,,,,,,,,,,
3277914,Míster Magnolia,"Blake, Quentin","8484642496, 9788484642497",2016,"Kalandraka,",jcbk,ncln,NA,lcy,2018-07-01T00:00:00.000,1,Stories in rhyme, Spanish language materials,,,,,,,,,,,,,,,,,,,,
2882836,Favorite design challenges,"Olson, Candice","1118504461, 9781118504468",[2013],"Houghton Mifflin Harcourt,",acbk,nanf,NA,nga,2018-02-01T00:00:00.000,1,Interior decoration, Interior decorators,,,,,,,,,,,,,,,,,,,,
3274526,Notes from the Velvet Underground : the life of Lou Reed,"Sounes, Howard, 1965-","0857522663, 0857522671, 9780857522665, 9780857522672",2015,"Doubleday, an imprint of Transworld Publishers,",acbk,nanf,NA,swt,2018-10-01T00:00:00.000,1,Reed Lou, Velvet Underground Musical group, Singers United States Biography, Rock musicians United States Biography,,,,,,,,,,,,,,,,,,
2605058,"Seattle, Washington zip code directory",United States Postal Service.,,,"Govt. Printing Office,",arbk,casea,NA,cen,2018-10-01T00:00:00.000,3,Zip codes Washington State Seattle Directories Periodicals, Postal service Washington State Seattle Directories Periodicals,,,,,,,,,,,,,,,,,,,,
2491036,1988-1989 Seattle [cartographic material] : office building directory,Puget Sound Business Journal.,,c1988.,"Puget Sound Business Journal,",armap,caseamp,NA,cen,2018-07-01T00:00:00.000,1,Central business districts Washington State Seattle Aerial views, Central business districts Washington State Seattle Maps Pictorial, Office buildings Washington State Seattle Maps Pictorial, Seattle Wash Aerial views, Seattle Wash Maps Pictorial,,,,,,,,,,,,,,,,,
2023423,"Federal Role in Urban Affairs. Part 2 : hearings before the United States Senate Committee on Government Operations, Subcommittee on Executive Reorganization, Eighty-Ninth Congress, second session, on Aug. 17-19, 1966.",United States. Congress. Senate. Committee on Government Operations. Subcommittee on Executive Reorganization,,1966,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-03-01T00:00:00.000,1,Economic assistance Domestic United States,,,,,,,,,,,,,,,,,,,,,
2556109,Dambo,[perevod s angl. ︠I︡Uliĭ Charovoĭ].,"595391525X, 9785953915250",2005,"Ėgmont,",jcbk,ncln,NA,lcy,2018-07-01T00:00:00.000,1,Elephants Juvenile fiction, Circus Fiction, Russian language materials Fiction,,,,,,,,,,,,,,,,,,,
2010654,"Foreign Service Appointments : hearings before the United States Senate Committee on Foreign Relations, Eighty-Fifth Congress, second session, on Feb. 4, 1958.",United States. Congress. Senate. Committee on Foreign Relations,,1958,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-10-01T00:00:00.000,1,United States Foreign Service Officials and employees,,,,,,,,,,,,,,,,,,,,,
2905843,Yi jiu si er = Back to 1942,"Hua yi xiong di chuan mei gu fen you xian gong si, Hua yi xiong di guo ji you xian gong si chu pin ; chu pin ren, Wang Zhongjun ; bian ju, Liu Zhenyun ; dao yan, Feng Xiaogang.",,[2013],"[Well Go USA Entertainment],",acdvd,nalndvd,Floating,swt,2018-09-01T00:00:00.000,1,Famines Drama, Sino Japanese War 1937 1945 Drama, China History 1937 1945 Drama, Historical films, Feature films, Fiction films, Motion pictures Chinese,,,,,,,,,,,,,,,
2128875,The strongest Strong's exhaustive concordance of the Bible,"Strong, James, 1822-1894",310233437,[2001],"Zondervan,",arbk,naref,NA,dth,2018-10-01T00:00:00.000,1,Bible Concordances English, Hebrew language Dictionaries English, Greek language Biblical Dictionaries English,,,,,,,,,,,,,,,,,,,
3111594,The early stories of Truman Capote,"Capote, Truman, 1924-1984","0812998227, 9780812998221",[2015],"Random House,",acbk,nafic,NA,swt,2018-09-01T00:00:00.000,1,Short stories,,,,,,,,,,,,,,,,,,,,,
2631572,Stick fly,"Diamond, Lydia R., 1969-","1580813801, 9781580813808",[2008],"L.A. Theatre Works,",accd,nacdnf,Floating,dth,2018-01-01T00:00:00.000,1,African American families Drama, Social classes Drama, Radio plays,,,,,,,,,,,,,,,,,,,
2348974,Fashionably late,"Kendrick, Beth",786285982,2006,"Thorndike Press,",acbk,cs1malf,NA,cen,2018-09-01T00:00:00.000,1,Women fashion designers Fiction, Large type books, Los Angeles Calif Fiction, Arizona Fiction, Romance fiction,,,,,,,,,,,,,,,,,
3127886,Mr. Holmes,"Miramax ; Roadside Attractions ; AI Film ; BBC Films ; in association with Filmnation Entertainment ; an Archer Gray/See-Saw Films production ; directed by Bill Condon ; screenplay by Jeffrey Hatcher ; produced by Anne Carey, Iain Canning, Emile Sherman.",,[2015],"[Publisher not identified],",acdvd,nadvd,Floating,dlr,2018-03-01T00:00:00.000,1,Holmes Sherlock Drama, Older men Drama, Cold cases Criminal investigation Drama, Feature films, Detective and mystery films, Historical films, Fiction films, Video recordings for the hearing impaired,,,,,,,,,,,,,,
2494255,Hong qi qiu,"Yang, Huizhong","957745996X, 9789577459961",2007,"Ge lin wen hua shi ye gu fen you xian gong si,",jcbk,ncln,NA,rbe,2018-04-01T00:00:00.000,1,Balloons Juvenile fiction, Divorce Juvenile fiction, Children of divorced parents Juvenile fiction, Chinese language materials Fiction,,,,,,,,,,,,,,,,,,
3131052,Andre the Giant. Closer to heaven,"Easton, Brandon","1631404008, 9781631404009",2015,"Idea & Design Works LLC,",acbk,nacomic,NA,bro,2018-05-01T00:00:00.000,1,Andre the Giant 1946 1993 Comic books strips etc,,,,,,,,,,,,,,,,,,,,,
3101707,"You got a rock, Charlie Brown!","Schulz, Charles M. (Charles Monroe), 1922-2000,","1481436031, 9781481436038",2015,"Simon Spotlight,",jcbk,ncrdr,Floating,cap,2018-12-01T00:00:00.000,1,Halloween Juvenile fiction, Brown Charlie Fictitious character Juvenile fiction,,,,,,,,,,,,,,,,,,,,
2643266,Man walks on the Moon,"Bodden, Valerie","1583417354, 9781583417355",[2010],"Creative Education,",jcbk,ccnf,NA,cen,2018-06-01T00:00:00.000,1,Project Apollo U S Juvenile literature, Space flight to the moon Juvenile literature,,,,,,,,,,,,,,,,,,,,
1989444,"Reorganization of the Government of D.C. : hearings before the United States Senate Committee on the District of Columbia, Seventy-Eighth Congress, first session, on Dec. 7-9, 14, 16-18, 21, 27, 1943.",United States. Congress. Senate. Committee on the District of Columbia,,1943,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-12-01T00:00:00.000,1,Administrative agencies Washington D C Reorganization,,,,,,,,,,,,,,,,,,,,,
3389457,5 minute Mickey Mouse stories,all illustrations by the Disney Storybook Art Team.,"1368022359, 9781368022354",[2018],"Disney Press,",jcbk,ncpic,NA,dlr,2018-12-01T00:00:00.000,1,Mouse Mickey Fictitious character Juvenile fiction, Friendship Juvenile fiction, Disney characters Juvenile fiction,,,,,,,,,,,,,,,,,,,
86542,The story of surnames,"Pine, L. G. (Leslie Gilbert), 1907-1987",,[1967],"C. E. Tuttle Co.,",acbk,canf,NA,cen,2018-12-01T00:00:00.000,1,Names Personal,,,,,,,,,,,,,,,,,,,,,
3138729,Pawn sacrifice,"Universal ; Bleecker Street ; Material ; GMK Productions ; MICA Entertainment ; produced by Gail Katz, Toby Maguire, Edward Zwick ; screenplay by Steven Knight ; story by Stephen J. Rivele & Christopher Wilkinson and Steven Knight ; directed by Edward Zwick.",,[2015],"Bleeker Street Media,",acdvd,nadvd,Floating,idc,2018-10-01T00:00:00.000,1,Fischer Bobby 1943 2008 Drama, Chess players Drama, Chess Tournaments Drama, Cold War Drama, Feature films, Biographical films, Fiction films, Video recordings for the hearing impaired,,,,,,,,,,,,,,
2903441,"Primates : the fearless science of Jane Goodall, Dian Fossey, and Biruté Galdikas","Ottaviani, Jim","1596438657, 9781596438651",2013,"First Second Books,",acbk,nycomic,NA,qna,2018-05-01T00:00:00.000,1,Goodall Jane 1934, Fossey Dian, Galdikas Birut‚ Marija Filomena, Women primatologists Biography, Graphic novels, Nonfiction comics,,,,,,,,,,,,,,,,
3277325,Noisy Nora,"Wells, Rosemary","0140567283, 0803718357, 080853632X, 9780140567281, 9780670887224, 9780803718357, 9780808536321",1997,"Viking,",jcbk,ccpic,NA,cen,2018-09-01T00:00:00.000,3,Conduct of life Juvenile fiction, Noise Juvenile fiction, Mice Juvenile fiction, Brothers and sisters Juvenile fiction, Picture books, Stories in rhyme,,,,,,,,,,,,,,,,
3141527,Ginger the stray kitten,"Webb, Holly","1589251830, 1589254643, 9781589251830, 9781589254640",2015,"Tiger Tales,",jcbk,ncef,NA,lcy,2018-01-01T00:00:00.000,1,Kittens Juvenile fiction, Pets Juvenile fiction, Farms Juvenile fiction, Animal rescue Juvenile fiction, Human animal relationships Juvenile fiction,,,,,,,,,,,,,,,,,
2918932,Rocks off : 50 tracks that tell the story of The Rolling Stones,"Janovitz, Bill","1250026318, 1250026326, 9781250026316, 9781250026323",2013,"St. Martin's Press,",acbk,canf,NA,cen,2018-06-01T00:00:00.000,2,Rolling Stones, Rolling Stones History Chronology, Rolling Stones Discography,,,,,,,,,,,,,,,,,,,
3364462,A dog called Bear,"Fox, Diane","1627798676, 9781627798679",[2018],"Henry Holt and Company,",jcbk,ncpic,NA,qna,2018-11-01T00:00:00.000,1,Pets Juvenile fiction, Dogs Juvenile fiction, Impostors and imposture Juvenile fiction, Bears Juvenile fiction,,,,,,,,,,,,,,,,,,
564063,Knight letter.,,,,,arper,cs9s,NA,cen,2018-10-01T00:00:00.000,23,,,,,,,,,,,,,,,,,,,,,,
555248,Exobiology in earth orbit : the results of science workshops held at NASA Ames Research Center,edited by D. DeFrees ... [and others] ; prepared at Ames Research Center.,,1989,"National Aeronautics and Space Administration, Office of Management, Scientific and Technical Information Division,",acbk,canf,NA,cen,2018-04-01T00:00:00.000,1,Life Origin Congresses, Molecular evolution Congresses, Exobiology Congresses,,,,,,,,,,,,,,,,,,,
3164294,The gutsy girl : escapades for your life of epic adventure,"Paul, Caroline","1632861232, 1632861259, 9781632861238, 9781632861252",2016,"Bloomsbury USA, an imprint of Bloomsbury Publishing Plc,",acbk,nynf,NA,cap,2018-02-01T00:00:00.000,1,Paul Caroline Juvenile literature, Adventure and adventurers Juvenile literature, Women adventurers Juvenile literature, Confidence Juvenile literature, Risk taking Psychology Juvenile literature,,,,,,,,,,,,,,,,,
3394511,The great cake race,"Depken, Kristen L.","1524769088, 1524769096, 9781524769086, 9781524769093",[2018],"Random House,",jcbk,ncrdr,Floating,wts,2018-12-01T00:00:00.000,1,Barbie Fictitious character Juvenile fiction, Baking Juvenile fiction, Reality television programs Juvenile fiction, Television cooking shows Juvenile fiction, Readers Publications,,,,,,,,,,,,,,,,,
2649789,The art of S. Clay Wilson,"Wilson, S. Clay, 1941-2021","1580087531, 9781580087537",[2006],"Ten Speed Press,",acbk,canf,NA,cen,2018-06-01T00:00:00.000,1,Wilson S Clay 1941 2021, Underground comic books strips etc,,,,,,,,,,,,,,,,,,,,
3296508,Max and Bird,"Vere, Ed","1492635588, 9781492635581",[2017],"Sourcebooks Jabberwocky,",jcbk,ncpic,NA,bro,2018-04-01T00:00:00.000,1,Friendship Juvenile fiction, Cats Juvenile fiction, Birds Juvenile fiction, Animals Infancy Juvenile fiction, Flight Juvenile fiction,,,,,,,,,,,,,,,,,
2758227,Blue sky,"Wood, Audrey","0545316103, 9780545316101",[2012],"The Blue Sky Press,",jcbk,ncpic,NA,mag,2018-11-01T00:00:00.000,1,Sky Juvenile fiction, Nature stories,,,,,,,,,,,,,,,,,,,,
739667,The turning point; thirty-five years in this century,"Mann, Klaus, 1906-1949",,[1942],"Fischer,",acbk,cs8,NA,cen,2018-06-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
2971449,Globalization : a very short introduction,"Steger, Manfred B., 1961-","0199662665, 9780199662661",2013,"Oxford University Press,",acbk,canf,NA,cen,2018-04-01T00:00:00.000,2,Globalization,,,,,,,,,,,,,,,,,,,,,
3011310,Amplified soul,Incognito (Musical group : England),,[2014],"Shanachie,",accd,nacd,Floating,dth,2018-02-01T00:00:00.000,1,Soul music, Popular music 2011 2020,,,,,,,,,,,,,,,,,,,,
3023117,"Calvin, look out! : a bookworm birdie gets glasses","Berne, Jennifer","1454909102, 9781454909101",2014,"Sterling Children's Books,",jcbk,ccpic,NA,mob,2018-08-01T00:00:00.000,1,Starlings Juvenile fiction, Books and reading Juvenile fiction, Eyeglasses Juvenile fiction,,,,,,,,,,,,,,,,,,,
3311637,"Heather, the totality : a novel","Weiner, Matthew","0316439908, 9780316439909",2017,"Little, Brown and Company,",acbk,nalpfic,Floating,gwd,2018-09-01T00:00:00.000,1,Rich people Fiction, Social classes Fiction, Families Fiction, Large type books, Thrillers Fiction,,,,,,,,,,,,,,,,,
2673012,Nightshade,"Cremer, Andrea R.","039925482X, 9780399254826",2010,"Philomel Books,",acbk,nyfic,NA,wts,2018-06-01T00:00:00.000,1,Wolves Juvenile fiction, Identity Psychology Juvenile fiction, Interpersonal relations Juvenile fiction, Paranormal fiction,,,,,,,,,,,,,,,,,,
316260,"Fischer color chart, revised.","New England Gladiolus Society, inc.",,[1944],"[publisher not identified],",arbk,cs8ro,NA,cen,2018-04-01T00:00:00.000,1,Color,,,,,,,,,,,,,,,,,,,,,
3344131,Judgment detox : [release the beliefs that hold you back from living a better life],"Bernstein, Gabrielle","1508244758, 9781508244752",[2018],"Simon & Schuster Audio,",accd,nacdnf,Floating,wts,2018-07-01T00:00:00.000,1,Self actualization Psychology, Judgment, Happiness, Audiobooks, Self help publications,,,,,,,,,,,,,,,,,
3125561,Fright Club,"Long, Ethan","161963337X, 9781619633377",2015,"Bloomsbury,",jcbk,nchol,NA,dth,2018-04-01T00:00:00.000,1,Halloween Juvenile fiction, Monsters Juvenile fiction, Clubs Juvenile fiction, Humorous stories,,,,,,,,,,,,,,,,,,
1827422,Demographic data,Seattle (Wash.). Department of Parks and Recreation,,[1990],"[The Dept.],",arbk,casea,NA,cen,2018-09-01T00:00:00.000,1,Census districts Washington State Seattle Statistics, Neighborhoods Washington State Seattle Statistics, Seattle Wash Population Statistics,,,,,,,,,,,,,,,,,,,
2947522,Addison the April Fool's Day fairy,"Meadows, Daisy","0545605385, 9780545605380",[2014],"Scholastic Inc.,",jcbk,ncser,NA,fre,2018-02-01T00:00:00.000,1,Fairies Juvenile fiction, Magic Juvenile fiction, April Fools Day Juvenile fiction, Goblins Juvenile fiction,,,,,,,,,,,,,,,,,,
361222,The Hispanic acculturation of the Gila River Pimas.,"Ezell, Paul H. (Paul Howard), 1913-1988",,[1961],"American Anthropological Association,",arbk,cs7r,NA,cen,2018-02-01T00:00:00.000,1,Pima Indians, Acculturation,,,,,,,,,,,,,,,,,,,,
2850142,Basketball : from tip-off to slam dunk--the essential guide,"Gifford, Clive","0753468727, 9780753468722",[2012],"Kingfisher : Distributed in the U.S. by Macmillan,",jcbk,ccnf,NA,cen,2018-02-01T00:00:00.000,1,Basketball Juvenile literature,,,,,,,,,,,,,,,,,,,,,
1289770,Draft final : operating and maintenance cost estimate results report : technical memorandum,Parsons Brinckerhoff/Kaiser Engineers Team,,[1992],"The Team,",arbk,casea,NA,cen,2018-09-01T00:00:00.000,1,Regional Transit Project Wash, Local transit Washington State Puget Sound Region Cost of operation, Railroads Local and light Washington State Puget Sound Region, Railroads Washington State Puget Sound Region Commuting traffic,,,,,,,,,,,,,,,,,,
3066454,Over time : music of Bob Brookmeyer,"Brookmeyer, Bob, 1929-2011",,[2014],"Planet Arts,",accd,nacd,Floating,uni,2018-07-01T00:00:00.000,1,Jazz 2011 2020, Big band music,,,,,,,,,,,,,,,,,,,,
361001,"History of the counties of McKean, Elk, Cameron and Potter, Pennsylvania, with biographical selections; including their early settlement and development; a description of the historic and interesting localities; sketches of their cities, towns and villages ... biographies of representative citizens; outline history of Pennsylvania; statistics.","Leeson, M. A. (Michael A.)",,1890,"J.H. Beers & Co.,",arbk,caref,NA,cen,2018-05-01T00:00:00.000,1,McKean County Pa History, Elk County Pa History, Cameron County Pa History, Potter County Pa History,,,,,,,,,,,,,,,,,,
67582,Along Alaska trails.,"McGarvey, Lois, 1885-1959.",,[1960],"Vantage Press,",acbk,canf,NA,cen,2018-04-01T00:00:00.000,1,McGarvey Lois 1885 1959, Frontier and pioneer life Alaska,,,,,,,,,,,,,,,,,,,,
2296277,"The Penderwicks : a summer tale of four sisters, two rabbits, and a very interesting boy","Birdsall, Jeanne","0375831436, 9780375831430",2005,"Alfred A. Knopf : distributed by Random House,",jcbk,ncfic,NA,wts,2018-05-01T00:00:00.000,1,Sisters Juvenile fiction, Single parent families Juvenile fiction, Vacations Juvenile fiction,,,,,,,,,,,,,,,,,,,
3272820,111 places in Prague that you shouldn't miss,"Černý, Matěj","3740801441, 9783740801441",[2017],"Emons Verlag GmbH,",acbk,canf,NA,cen,2018-07-01T00:00:00.000,2,Prague Czech Republic Guidebooks,,,,,,,,,,,,,,,,,,,,,
3337921,My family four floors up,"Stutson, Caroline","1585369918, 9781585369911",[2018],"Sleeping Bear Press,",jcbk,ncpic,NA,bro,2018-05-01T00:00:00.000,1,Fathers and daughters Juvenile fiction, Parks Juvenile fiction, City and town life Juvenile fiction, Stories in rhyme Juvenile fiction,,,,,,,,,,,,,,,,,,
128492,"The Greek upheaval : kings, demagogues, and bayonets","Theodoracopulos, Taki, 1937-",892410809,1978,"Caratzas Bros.,",acbk,canf,NA,cen,2018-08-01T00:00:00.000,1,Greece History 1821, Cyprus History Cyprus Crisis 1974,,,,,,,,,,,,,,,,,,,,
3018091,Lego friends. Friends are forever,The Lego Group.,,[2014],"Lego Group,",jcdvd,ncdvd,Floating,nhy,2018-11-01T00:00:00.000,1,Girls Juvenile drama, Friendship Juvenile drama, Television specials, Childrens television programs, Fiction television programs, Video recordings for the hearing impaired,,,,,,,,,,,,,,,,
